name,openset
samplenew3_00083570,"[concern, worry, care]"
samplenew3_00016141,"[anxious, tense]"
samplenew3_00066813,"[anger, frustration, determination]"
samplenew3_00050336,"[doubt, dissatisfaction, confusion, bewilderment, anger, frustration, disbelief]"
samplenew3_00066815,[]
samplenew3_00100057,"[ironic, resigned, dissatisfaction, helplessness, acceptance]"
samplenew3_00083574,"[shock, sadness, negative feelings]"
samplenew3_00016145,"[tension, anxiety, excitement]"
samplenew3_00100651,"[excitement, enthusiasm, motivation, encouragement, support]"
samplenew3_00016176,"[tension, anxiety, concern, frustration, stress, overwhelm]"
samplenew3_00000667,"[tense, anxious, confused, uncertain]"
samplenew3_00033976,"[tension, concern, dissatisfaction]"
samplenew3_00066819,"[confused, curious, excited]"
samplenew3_00033978,"[serious, focused, stressed, emotionally distressed]"
samplenew3_00083582,"[dissatisfaction, disappointment, confusion, frustration]"
samplenew3_00000670,"[worry, stress, anxiety]"
samplenew3_00000671,"[angry, mocking]"
samplenew3_00017347,"[anxiety, fear, tension, overwhelmed, panic, interest, surprise]"
samplenew3_00100067,"[anxious, angry, frustrated, pressured]"
samplenew3_00016219,"[frustration, annoyance, urgency, sadness, melancholy, defense, explanation, reassurance, comfort]"
samplenew3_00017348,"[anticipation, excitement, professionalism, enthusiasm]"
samplenew3_00000675,"[affirmative, appreciative]"
samplenew3_00100661,"[pressure, uncertainty, trouble, anxiety]"
samplenew3_00100068,"[anger, frustration, irony, mockery]"
samplenew3_00083594,"[admiring, respectful, praising, effort, perseverance, positive]"
samplenew3_00033984,"[pride, humor, confidence]"
samplenew3_00066826,"[worry, concern, urgency]"
samplenew3_00017350,"[frustration, disappointment]"
samplenew3_00050349,"[tense, anxious, confused, uncertain]"
samplenew3_00083595,[neutral]
samplenew3_00033986,"[reflective, introspective, humorous, self-mocking, hurried, frustrated, anxious]"
samplenew3_00050350,"[angry, ironic, negative]"
samplenew3_00100072,"[concern, anxiety, stress]"
samplenew3_00016241,"[unease, bewilderment, anxiety]"
samplenew3_00066828,"[disappointment, despondency, guilt]"
samplenew3_00083600,"[disappointment, impatience, criticism]"
samplenew3_00100076,"[fury, hatred, dissatisfaction, anger]"
samplenew3_00083601,"[tension, anxiety]"
samplenew3_00016289,"[excited, happy, contentment]"
samplenew3_00100688,"[confused, uncomfortable, resigned, dissatisfied]"
samplenew3_00100079,"[isolation, depth of thought, reflection, contemplation, seriousness, focus]"
samplenew3_00000686,"[anger, frustration, anxiety, stress, criticism, blame]"
samplenew3_00083609,"[doubt, concern, worry, dissatisfaction, anxiety, disappointment]"
samplenew3_00033993,"[humorous, lighthearted, positive mood, expert status]"
samplenew3_00083612,"[appreciative, expectant, excitement, tension]"
samplenew3_00000688,"[financial hardship, financial stress, disappointment, anxiety]"
samplenew3_00100084,"[perplexed, discontent, dissatisfaction, confusion]"
samplenew3_00017365,"[encouraged, supportive]"
samplenew3_00050361,"[angry, frustrated, determined]"
samplenew3_00100086,"[reflective, evaluative, positive, satisfied]"
samplenew3_00017366,"[discontent, suppression, dissatisfaction, impatience]"
samplenew3_00100087,"[anxiety, stress]"
samplenew3_00000691,"[anger, determination]"
samplenew3_00083616,"[enthusiastic, happy, relaxed]"
samplenew3_00017367,"[anger, disappointment]"
samplenew3_00083617,"[exhausted, discontented, resentful]"
samplenew3_00016370,"[anxiety, concern, worry, stress]"
samplenew3_00033999,"[positive, anticipation, excitement]"
samplenew3_00083620,"[angry, anxious, tense]"
samplenew3_00017371,"[rejection, dissatisfaction, displeasure, unwillingness]"
samplenew3_00066845,"[concern, worry, frustration, anger, sadness]"
samplenew3_00016387,"[anger, frustration, anxiety, determination, commitment]"
samplenew3_00083621,"[light-hearted, pleasant laughter, pride, praise, irony, self-deprecation, humor, teasing]"
samplenew3_00050368,"[shame, embarrassment, pride]"
samplenew3_00000695,"[anxiety, stress, concern, pressure]"
samplenew3_00066849,"[dissatisfied, angry]"
samplenew3_00050370,"[positive, energetic, determined]"
samplenew3_00100096,"[request, pleading, stress, anxiety]"
samplenew3_00083624,"[disappointment, frustration, anxiety]"
samplenew3_00083625,"[mocking, provocative, negative evaluation, criticism]"
samplenew3_00034012,"[disappointment, sorrow, despair, fear, anxiety]"
samplenew3_00016400,"[anxiety, stress, confusion, sense of defeat]"
samplenew3_00034013,"[concern, worry, care]"
samplenew3_00066854,"[tense, disconnected]"
samplenew3_00016411,"[anxiety, concern, hope]"
samplenew3_00034015,"[pride, admiration, positive mood]"
samplenew3_00000702,"[self-doubt, self-reproach, defeat, anger]"
samplenew3_00050377,"[confused, anxious]"
samplenew3_00016413,"[tension, stress, emotional conflict, dissatisfaction, threat, warning]"
samplenew3_00017383,"[indifferent, sarcastic, dissatisfied]"
samplenew3_00100106,"[tense, anxious]"
samplenew3_00000703,"[disappointment, dejection, self-mockery]"
samplenew3_00066859,"[sorrow, pain, distress, regret, sadness, anger, frustration, disappointment]"
samplenew3_00016458,"[optimistic, unconcerned]"
samplenew3_00000707,"[confused, puzzled, surprised, anxious, under pressure, stressed]"
samplenew3_00017388,"[anxious, under pressure, concerned]"
samplenew3_00100112,"[serious, formal, Chinese culture, important occasions, anger, frustration, anxiety, helplessness]"
samplenew3_00050381,"[assertive, decisive, confident, positive]"
samplenew3_00034022,"[anger, frustration]"
samplenew3_00000709,"[annoyed, impatient, weary]"
samplenew3_00100114,"[helplessness, disappointment, anger, resentment, stress, anxiety]"
samplenew3_00016484,"[discontent, anger]"
samplenew3_00034023,"[desperation, helplessness, suffering, agitation]"
samplenew3_00050383,"[direct, straightforward, confident]"
samplenew3_00034024,"[sorrowful, feeling down, not valued]"
samplenew3_00000711,"[despair, helplessness, urgency, despondency, heaviness, anger, thoughtfulness, hopelessness, powerlessness]"
samplenew3_00066865,"[tension, anxiety, frustration]"
samplenew3_00050384,"[worry, concern, fear, anxiety, stress]"
samplenew3_00100119,"[anger, frustration]"
samplenew3_00017393,"[anger, frustration, anxiety, stress]"
samplenew3_00050385,"[discontent, confusion]"
samplenew3_00066866,"[confused, dissatisfied, sad]"
samplenew3_00000713,"[neutral, relaxed, firm, strong]"
samplenew3_00050386,"[angry, discontented]"
samplenew3_00066867,"[anger, disappointment]"
samplenew3_00083641,"[calm, confident, relaxed]"
samplenew3_00000715,"[anxious, tense, confusion, uncertainty, dissatisfaction, disagreement]"
samplenew3_00050388,"[fear, anxiety, sadness, anger, thoughtfulness]"
samplenew3_00083643,"[angry, disillusioned, frustrated, despondent]"
samplenew3_00083645,"[appreciative, affirmative, positive]"
samplenew3_00066871,"[frustration, helplessness]"
samplenew3_00100128,"[neutral, mundane]"
samplenew3_00034033,"[excited, enthusiastic]"
samplenew3_00050392,"[anxiety, fear, disappointment, despair, anger]"
samplenew3_00016559,"[anxious, tense, emotionally detached, disappointed, gloomy, regretful]"
samplenew3_00034034,"[confused, helpless, despair, negative]"
samplenew3_00017401,"[warning, reminder, positive]"
samplenew3_00100132,"[respect, admiration, calm, content]"
samplenew3_00017403,"[approval, appreciation, understanding, calmness, focus]"
samplenew3_00000726,"[gratitude, appreciation, positivity, cheerfulness, generosity, warmth, hospitality]"
samplenew3_00034036,"[disappointment, dissatisfaction, anxiety, concern]"
samplenew3_00016589,"[care, warmth]"
samplenew3_00017406,"[positive, confident, optimistic]"
samplenew3_00016597,"[firm, passionate]"
samplenew3_00100738,"[anticipation, longing, relaxation, amazement]"
samplenew3_00100739,"[anger, frustration, anxiety, overwhelm, impatience, apathy]"
samplenew3_00083665,"[fear, unease, excitement, confusion, intense pressure, sarcasm, mockery, malice]"
samplenew3_00016604,"[discomfort, stress, tension, concern]"
samplenew3_00000734,"[admiration, joy, pleasure]"
samplenew3_00017411,"[excited, anticipating, tense, urgent]"
samplenew3_00066884,"[anger, frustration, dissatisfaction]"
samplenew3_00016606,"[positive, happiness, excitement]"
samplenew3_00017413,"[disappointment, depression]"
samplenew3_00100144,"[discontent, disillusionment, negativity, pessimism, depression]"
samplenew3_00066886,"[anger, fear, anxiety, panic, blame, concern, disappointment, dissatisfaction, worry]"
samplenew3_00017414,"[enjoyment, happiness, excitement]"
samplenew3_00034046,"[reassuring, caring]"
samplenew3_00066890,"[angry, dissatisfied, neglected, overlooked]"
samplenew3_00083676,"[tension, anxiety]"
samplenew3_00100148,"[let down, discouraged, thwarted, negative, dissatisfaction]"
samplenew3_00034048,"[angry, dissatisfied, blame, criticism]"
samplenew3_00016641,"[positive, happy, excited]"
samplenew3_00100149,"[autonomy, confidence, independence]"
samplenew3_00083678,"[angry, defeated]"
samplenew3_00066893,"[tension, anxiety]"
samplenew3_00016642,"[happy, exaggerated, humorous]"
samplenew3_00066896,"[calm, meditation, anger, dissatisfaction]"
samplenew3_00083680,"[respectful, submissive, content, positive]"
samplenew3_00050416,"[concern, worry]"
samplenew3_00016673,"[anger, impatience, dissatisfaction]"
samplenew3_00034051,"[positive, excitement, joy]"
samplenew3_00050417,[]
samplenew3_00017426,"[excited, anticipatory]"
samplenew3_00000751,"[frustrated, helpless, depressed]"
samplenew3_00083688,"[angry, frustrated, stern, reproachful]"
samplenew3_00100759,"[anger, dissatisfaction]"
samplenew3_00100161,"[concerned, anxious]"
samplenew3_00100163,"[distress, despair, disappointment, dissatisfaction, defeat, emotional turmoil]"
samplenew3_00083690,"[urgency, desperation, concern, focus, stress, frustration]"
samplenew3_00016713,"[dissatisfaction, distrust, anger, frustration]"
samplenew3_00034056,"[irritation, disheartenment, haste, gloom]"
samplenew3_00083692,"[peaceful, objective]"
samplenew3_00017430,"[hopeful, confident, optimistic]"
samplenew3_00100167,"[determination, focus, preparation, fear, anxiety, stress]"
samplenew3_00000757,"[affectionate, complimentary, concern, appreciation]"
samplenew3_00100168,"[admiration, appreciation, calm, contented]"
samplenew3_00017432,"[reassuring, calm, composed]"
samplenew3_00100169,"[satisfied, happy]"
samplenew3_00050427,"[encouragement, motivation]"
samplenew3_00016803,"[angry, dissatisfied, out-of-control, frustrated, blame, agitation, stress]"
samplenew3_00034065,"[concern, worry, encouragement]"
samplenew3_00017434,"[serious, tense, focused]"
samplenew3_00016804,"[anger, disappointment, sadness]"
samplenew3_00066908,[]
samplenew3_00034066,"[excited, enthusiastic]"
samplenew3_00083704,"[discontented, suspicious, distrustful]"
samplenew3_00017439,"[tense, concerned, threatened, under pressure]"
samplenew3_00016831,"[sadness, anger, frustration, stress, overwhelmed, under pressure]"
samplenew3_00066911,"[excited, anxious, tense, anticipatory]"
samplenew3_00100760,"[anxious, stressed, concerned, worried]"
samplenew3_00016841,"[happiness, satisfaction]"
samplenew3_00050435,"[sorrow, grief, despair]"
samplenew3_00017444,"[anger, dissatisfaction]"
samplenew3_00100186,"[encouragement, motivation, support]"
samplenew3_00034078,"[playful, humorous, light-hearted, joking, calm, composed]"
samplenew3_00016861,"[admiring, praising]"
samplenew3_00083717,"[anger, frustration, sense of defeat, concern, empathy]"
samplenew3_00100761,"[frustration, impatience, suppressed emotion, overwhelmed, defeated, resignation]"
samplenew3_00017449,"[negative, hopeless, pessimistic, anger, frustration]"
samplenew3_00100190,"[anger, defense]"
samplenew3_00000776,"[energetic, enthusiastic, positive, willing to assist]"
samplenew3_00050440,"[anxiety, irritability, frustration, anger]"
samplenew3_00100193,"[anger, negativity, concern]"
samplenew3_00050441,"[stressed, anxious, contemplative]"
samplenew3_00016892,"[anticipation, hope, optimism]"
samplenew3_00083729,"[fear, anxiety, boredom, sorrow]"
samplenew3_00066921,"[tense, anxious, neutral, humorous]"
samplenew3_00050443,"[tense, uneasy, avoidance, evasion]"
samplenew3_00017453,"[satisfied, happy]"
samplenew3_00066923,"[indignance, contempt, indifference, disregard, pride, self-assurance]"
samplenew3_00050445,"[optimistic, hopeful]"
samplenew3_00100199,"[excited, lively, enthusiastic]"
samplenew3_00050446,"[pride, satisfaction, knowledge, experience, concern, stress, deep thought]"
samplenew3_00050447,"[gratitude, appreciation]"
samplenew3_00017457,"[angry, frustrated, disappointed, unhappy, discontent, resentful]"
samplenew3_00066929,"[sadness, vulnerability]"
samplenew3_00100208,"[tense, anxious, discontented]"
samplenew3_00083741,"[excited, enthusiastic]"
samplenew3_00016927,"[appreciative, affirming, positive]"
samplenew3_00000786,"[helpless, disappointed, uncertain, pessimistic]"
samplenew3_00083742,"[tense, anxious, energetic]"
samplenew3_00016956,"[teasing, joking, dissatisfaction, surprise]"
samplenew3_00100211,"[concern, anxiety, disappointment, anger, frustration]"
samplenew3_00100212,"[anger, frustration, hurt, disappointment]"
samplenew3_00000791,"[fear, anxiety, tension, doubt, mistrust, unease, concern]"
samplenew3_00083746,"[neutrality, calmness, anxiety, tension, excitement]"
samplenew3_00100213,"[calm, rational]"
samplenew3_00016994,"[professional, friendly, calm, relaxed]"
samplenew3_00066934,"[excited, fulfilled, strong emotion, desire]"
samplenew3_00050458,"[friendly, caring]"
samplenew3_00017011,"[surprised, perplexed]"
samplenew3_00100217,"[teasing, humorous, joy, amusement]"
samplenew3_00034105,"[excited, happy, casual]"
samplenew3_00017020,"[satisfaction, contentment, respect, gratitude]"
samplenew3_00083752,"[anger, fear, anxiety, dissatisfaction, complaint]"
samplenew3_00050459,"[pride, satisfaction, focus, diligence]"
samplenew3_00017029,"[anticipation, excitement]"
samplenew3_00017470,"[frustrated, angry, determined]"
samplenew3_00083755,"[dissatisfaction, provocation, anger]"
samplenew3_00034107,"[confusion, frustration, anger, anxiety, stress, self-deprecation, humor]"
samplenew3_00100230,"[happiness, satisfaction, interest]"
samplenew3_00083760,"[anxious, tense, uneasy]"
samplenew3_00100234,"[excited, enthusiastic, positive]"
samplenew3_00066945,"[playful, humorous, lighthearted]"
samplenew3_00017474,"[serious, anxious, tense, emotionally distant]"
samplenew3_00083763,"[fear, frightened, anger, frustration]"
samplenew3_00100801,"[confident, inquisitive, concerned]"
samplenew3_00100819,"[disapproval, dissatisfaction, questioning]"
samplenew3_00100239,"[positive, neutral]"
samplenew3_00083769,"[overwhelmed, immense pressure, confused, sad, tense, humorous, ironic, self-soothing, seeking support]"
samplenew3_00034113,"[optimistic, anticipation, encouragement]"
samplenew3_00017479,"[sadness, despair, fear, anxiety, disappointment]"
samplenew3_00100247,"[anxious, tense, self-doubting]"
samplenew3_00066952,"[relief, thankfulness]"
samplenew3_00017205,"[disappointment, despair]"
samplenew3_00083772,"[frightened, anxious, overwhelmed]"
samplenew3_00050480,"[disappointment, frustration, defeat, pressure]"
samplenew3_00000819,"[frustration, bewilderment, tension, anxiety]"
samplenew3_00100810,"[concerned, frightened, desperate, sadness, tension]"
samplenew3_00100811,"[angry, anxious, dissatisfied]"
samplenew3_00034117,"[excited, satisfied, positive]"
samplenew3_00017484,"[astonished, amazed, confident, important]"
samplenew3_00083774,"[worry, concern, anxiety]"
samplenew3_00066955,"[confused, helpless, at a loss]"
samplenew3_00017229,"[disappointment, exhaustion, irritation, sadness]"
samplenew3_00017485,"[anger, reproach, outrage, dissatisfaction]"
samplenew3_00017257,"[concern, worry, seriousness, thoughtfulness]"
samplenew3_00066958,"[doubt, questioning]"
samplenew3_00100828,"[angry, impatient]"
samplenew3_00100258,"[care, kindness, encouragement]"
samplenew3_00017487,[]
samplenew3_00034121,"[concern, dissatisfaction]"
samplenew3_00066960,"[teasing, joking, surprised, intrigued]"
samplenew3_00083781,"[anger, frustration, disappointment, dissatisfaction, apology]"
samplenew3_00017272,"[frustrated, complaint]"
samplenew3_00066961,"[joy, generosity]"
samplenew3_00017495,"[pride, achievement, surprise, confusion]"
samplenew3_00017297,"[confused, anxious, surprised, relieved]"
samplenew3_00034128,"[teasing, joking, happy, cheerful]"
samplenew3_00000831,"[resolve, excitement, determination, concentration, positive sentiment]"
samplenew3_00050487,"[proud, confident]"
samplenew3_00083787,"[frustrated, disappointed, dissatisfied, anxious]"
samplenew3_00083788,"[excited, expectant, praise, commendation]"
samplenew3_00017501,"[anger, frustration, anxiety, fear, disapproval, dissatisfaction]"
samplenew3_00000835,"[anxiety, stress]"
samplenew3_00017329,"[concerned, aggressive, provocative]"
samplenew3_00017502,"[gloom, stress, anxiety, loneliness]"
samplenew3_00050493,"[love, affection, excitement, warmth]"
samplenew3_00100838,"[anger, frustration, disappointment]"
samplenew3_00034135,"[anger, dissatisfaction]"
samplenew3_00000840,"[joking, playful, teasing, positive]"
samplenew3_00034136,"[boredom, disinterest, dissatisfaction]"
samplenew3_00083795,"[anxiety, tension, overwhelmed, stressed, nervous]"
samplenew3_00017346,"[doubtful, skeptical, confrontational, anxious]"
samplenew3_00100281,"[comforting, encouraging, optimistic, urgent, tense]"
samplenew3_00050500,"[tension, fear, anxiety, concerned, worried]"
samplenew3_00100283,"[positive, happiness, satisfaction, stress, anxiety]"
samplenew3_00034144,"[dissatisfaction, criticism, anger, unhappiness, stress, worry]"
samplenew3_00017374,"[seriousness, full engagement, concern, care, firmness, confidence, tension, anxiety]"
samplenew3_00050502,"[anger, dissatisfaction, reprimand]"
samplenew3_00017511,[]
samplenew3_00034147,"[anticipation, tension, request, excitement]"
samplenew3_00100290,"[sad, upset]"
samplenew3_00083804,"[sadness, frustration, hopelessness, helplessness]"
samplenew3_00017380,"[friendly, inquiry, positive]"
samplenew3_00000850,"[indifferent, apathetic]"
samplenew3_00083806,"[distressed, tense, anxious]"
samplenew3_00083807,"[frustration, anger, dissatisfaction, reproach]"
samplenew3_00066981,"[tension, anxiety, stress]"
samplenew3_00017431,"[tension, anxiety, impatience]"
samplenew3_00017517,"[relaxed, focused, joyful]"
samplenew3_00000853,"[frustrated, angry, disappointed]"
samplenew3_00017468,"[anger, frustration, concern]"
samplenew3_00034156,"[positive, excited]"
samplenew3_00083813,"[discontent, complaint, dissatisfaction]"
samplenew3_00100302,"[regret, helplessness, fear, anxiety, sadness]"
samplenew3_00050513,"[enthusiastic, proud, anxious, pressured, inspiring, uplifting]"
samplenew3_00100303,"[confused, uncertain, contemplative]"
samplenew3_00000857,"[angry, confrontational, dissatisfaction, distrust]"
samplenew3_00066987,"[tension, confusion, anxiety, emotional detachment]"
samplenew3_00000858,"[desire for healing, improvement, seeking help, emotional tension, anxiety, fear]"
samplenew3_00083817,"[dissatisfaction, frustration]"
samplenew3_00034160,"[concern, worry]"
samplenew3_00083820,"[anger, frustration, dissatisfaction]"
samplenew3_00083821,"[surprised, curious, enjoying, relaxed, at-ease]"
samplenew3_00034163,"[surprised, confused]"
samplenew3_00066994,"[anticipation, praise, envy]"
samplenew3_00100851,"[content, happy, health-conscious, satisfied]"
samplenew3_00017527,"[threatening, angry]"
samplenew3_00100309,"[satisfied, appreciation, affirmation]"
samplenew3_00000862,"[anxious, tense, confident, focused]"
samplenew3_00034167,"[excited, joyful, anticipation, excitement]"
samplenew3_00100310,"[confidence, decisiveness, determination]"
samplenew3_00017529,"[tension, anxiety, dissatisfaction]"
samplenew3_00050524,"[anger, sarcasm, mockery]"
samplenew3_00017575,"[pride, satisfaction]"
samplenew3_00017533,"[sadness, stress, contemplation, fear, anxiety, feelings of isolation]"
samplenew3_00066999,"[angry, frustrated, uncomfortable, unsatisfied]"
samplenew3_00017583,"[tranquility, satisfaction, contemplative mood]"
samplenew3_00000865,"[jealousy, humor, playfulness, amusement]"
samplenew3_00050526,"[humorous, exaggerated, teasing, joking, positive]"
samplenew3_00034172,"[encouraging, motivational]"
samplenew3_00083831,"[admiration, surprise, positive]"
samplenew3_00017536,"[contentment, tranquility, anxiety, fear]"
samplenew3_00100315,"[disappointment, helplessness, dissatisfaction, sadness]"
samplenew3_00067004,"[dissatisfaction, irritation]"
samplenew3_00083836,"[disappointment, dejection]"
samplenew3_00017625,"[doubt, concern, tension, anxiety]"
samplenew3_00017540,"[playful, joking, positive]"
samplenew3_00000873,"[concerned, uneasy, anxious, tense, surprised, anticipating]"
samplenew3_00050531,"[dissatisfaction, injustice, humor, relief]"
samplenew3_00083839,"[happy, joyful, fear, anxiety, pressure, tension]"
samplenew3_00017541,"[helplessness, despair, depression, frustration, anger, resentment, lack of confidence]"
samplenew3_00050532,"[frustrated, anger]"
samplenew3_00017543,"[cheerful, compliant]"
samplenew3_00100329,"[tension, anxiety, overwhelmed, uncertain]"
samplenew3_00034181,"[disappointment, frustration, incompetence, failure]"
samplenew3_00000875,"[excitement, enthusiasm, humor, playful]"
samplenew3_00050533,"[gratitude, contentment]"
samplenew3_00083844,"[sadness, anger, frustration, disappointment, helplessness]"
samplenew3_00100333,[angry]
samplenew3_00017642,"[angry, discontented]"
samplenew3_00017545,"[anger, frustration, disappointment]"
samplenew3_00100334,"[anger, dissatisfaction, surprise, sadness, contemplation]"
samplenew3_00100335,"[angry, defeated, dissatisfied, complained]"
samplenew3_00067011,"[pride, satisfaction]"
samplenew3_00050538,"[disappointment, sadness, boredom]"
samplenew3_00100337,"[urgent, tense, anxiety, dissatisfaction, concern]"
samplenew3_00050540,"[unhappy, negative]"
samplenew3_00000882,"[positive, lively]"
samplenew3_00017678,"[anger, frustration, fear]"
samplenew3_00017549,"[admiration, respect, appreciation, warmth, friendliness]"
samplenew3_00100888,"[concern, dissatisfaction, anxiety, fatigue]"
samplenew3_00100342,"[comforting, reassuring, honesty, reliability]"
samplenew3_00000885,"[disappointment, despondency, anger]"
samplenew3_00034194,[]
samplenew3_00017734,"[pride, excitement, commitment, enthusiasm]"
samplenew3_00017555,"[delighted, unexpected, blissful, elated, content, satisfied, kind, positive]"
samplenew3_00000889,"[tension, fear, concern]"
samplenew3_00100355,"[frustration, self-perceived inferiority, anger, sadness, depression]"
samplenew3_00083862,"[calmness, relaxation, mild boredom, intense fear, anxiety, vulnerability, stress]"
samplenew3_00050552,"[concern, anxiety, frustration, annoyance]"
samplenew3_00034199,"[angry, desperate]"
samplenew3_00100881,"[urgent, immediate, stressed, relieved, wanting to unwind]"
samplenew3_00100361,"[fear, anxiety, tension, contemplation, inner growth, self-acceptance]"
samplenew3_00000894,"[frustration, anger, dissatisfaction]"
samplenew3_00083868,[positive]
samplenew3_00100362,"[discontent, determination, frustration]"
samplenew3_00017773,"[surprise, recognition, excitement, tension, slight disappointment]"
samplenew3_00000896,"[despair, distress, anxiety, contemplation, urgency]"
samplenew3_00050556,"[disappointment, dejection, anxiety, stress, worry, anticipation]"
samplenew3_00017561,"[anger, hostility, frustration, distress, emotional overwhelm, dissatisfaction]"
samplenew3_00017777,"[hopeful, anticipatory, positive suggestion]"
samplenew3_00050557,"[concern, willingness to offer help]"
samplenew3_00100365,"[open, cooperative]"
samplenew3_00017786,"[helplessness, resignation, pessimism]"
samplenew3_00050558,"[excited, optimistic, positive, calm, composed]"
samplenew3_00067032,"[angry, dissatisfied, upset, disappointed]"
samplenew3_00017788,"[encouraged, affirmed, possibly stressed]"
samplenew3_00100368,"[critical, negative, tense]"
samplenew3_00067033,[]
samplenew3_00050561,"[admiration, astonishment, excitement]"
samplenew3_00100369,"[worry, nervousness]"
samplenew3_00083880,"[profound sorrow, grief, emotional turmoil, sadness, disappointment]"
samplenew3_00100370,"[anger, disappointment, doubt]"
samplenew3_00083881,"[uncomfortable, pain]"
samplenew3_00017816,"[admiration, congratulation, respect, positive emotions]"
samplenew3_00100373,"[disappointment, dissatisfaction]"
samplenew3_00100374,"[guilt, despondency, frustration, anxiety]"
samplenew3_00050563,"[tension, anxiety, concentration]"
samplenew3_00067036,"[confusion, disbelief, stress, depression, fear, anxiety, tension]"
samplenew3_00083883,"[worry, anxiety]"
samplenew3_00100375,"[disappointment, dejection, sadness]"
samplenew3_00017570,"[confused, doubtful, anxious, challenged, uneasy]"
samplenew3_00050564,"[concern, dissatisfaction, anger, numbness, hopelessness]"
samplenew3_00017832,"[tense, excited]"
samplenew3_00100901,"[anger, frustration, hopelessness, confidence, determination, resistance, threat, warning]"
samplenew3_00100378,"[anger, frustration, stress, agitation]"
samplenew3_00067041,"[contemplative, reflective, sad]"
samplenew3_00017572,"[calm, concentration, tranquility, meditation, introspection, anxiety, stress, frustration, awareness, acceptance]"
samplenew3_00083889,"[excited, energetic, enthusiastic]"
samplenew3_00100919,"[calm, satisfied]"
samplenew3_00067042,"[anxious, uneasy]"
samplenew3_00034213,"[anger, dissatisfaction]"
samplenew3_00083891,"[concerned, caring, warm]"
samplenew3_00017864,"[willingness, commitment, concern, dedication, importance]"
samplenew3_00050572,"[sadness, depression, yearning]"
samplenew3_00034214,"[cautious, vigilant]"
samplenew3_00050574,"[sorrow, heaviness]"
samplenew3_00000914,"[anxious, stressed, tense]"
samplenew3_00100384,"[excited, curious, focused, tense]"
samplenew3_00000916,"[angry, frustrated]"
samplenew3_00017582,"[Fatigue, Confusion]"
samplenew3_00000918,"[encouraging, supportive, sad]"
samplenew3_00034218,"[sadness, defeat, anger]"
samplenew3_00017887,"[surprised, happy]"
samplenew3_00100389,[]
samplenew3_00000921,"[pride, confidence, enthusiasm, passion, satisfaction, happiness]"
samplenew3_00017587,"[gratitude, appreciation, frustration, annoyance, happiness, comfort]"
samplenew3_00050585,"[tension, concern]"
samplenew3_00083904,"[warning, distrust]"
samplenew3_00100391,"[expectant, positive, encouraging]"
samplenew3_00000926,"[appreciative, agreeable, conflicted, uneasy]"
samplenew3_00017590,"[light-hearted, joyful]"
samplenew3_00034222,"[concern, fear, sadness]"
samplenew3_00083907,"[weary, disappointed, cynical, dissatisfied, complaints, inner sense of unease, discontent]"
samplenew3_00034223,"[urgent, determined, angry, frustrated, tense]"
samplenew3_00017912,"[frustration, anger, urgency]"
samplenew3_00083913,"[happiness, joy, affection, comfort]"
samplenew3_00000929,"[serious, tense, urgent]"
samplenew3_00067061,"[serious, critical, blame, reprimand]"
samplenew3_00083915,"[challenge, ridicule, dissatisfaction, disagreement, intense emotion]"
samplenew3_00034227,"[humor, teasing, excitement, tension]"
samplenew3_00017978,"[excited, happy]"
samplenew3_00017598,"[contemplative, satisfied, content]"
samplenew3_00100406,"[hopeless, stressed]"
samplenew3_00000933,"[angry, discontented]"
samplenew3_00017599,"[tension, concern]"
samplenew3_00018031,"[serious, focused, introspective, emotionally charged, solemn, thoughtful]"
samplenew3_00083920,"[anger, frustration, dissatisfaction, unfulfillment]"
samplenew3_00100408,"[pride, authority, stress, anxiety]"
samplenew3_00083921,"[satisfaction, pride, joy, excitement, gratitude]"
samplenew3_00100938,"[unease, tension, comfort, satisfaction, happiness]"
samplenew3_00100412,"[anger, frustration, unhappiness, misunderstanding]"
samplenew3_00018084,"[tension, detachment, anxiety, confusion]"
samplenew3_00100413,"[dissatisfied, uneasy, uncomfortable]"
samplenew3_00000938,"[anger, frustration, sadness, despair]"
samplenew3_00100414,[]
samplenew3_00018111,"[concern, worry]"
samplenew3_00067072,"[confident, decisive, tense, anxious]"
samplenew3_00000940,"[confused, contemplative, empathetic, understanding, neutral]"
samplenew3_00083926,"[dissatisfied, indifferent]"
samplenew3_00067073,"[surprised, admiring]"
samplenew3_00034234,"[sorrow, stress, responsibility]"
samplenew3_00018118,"[teasing, playful, curious]"
samplenew3_00000941,"[anxious, tense, urgent]"
samplenew3_00018152,"[pride, confidence]"
samplenew3_00000943,"[embarrassed, undermined self-confidence, shy, hesitant]"
samplenew3_00100421,"[positive, optimistic, encouraging]"
samplenew3_00050609,"[encouragement, support]"
samplenew3_00083930,"[tense, anxious, overwhelmed]"
samplenew3_00067077,"[confident, decisive, supportive]"
samplenew3_00017614,"[disappointment, frustration, depression, troubled]"
samplenew3_00034239,"[angry, frustrated, sorrowful, blame, disappointment]"
samplenew3_00067078,"[pressure, anxiety, dissatisfaction, envy]"
samplenew3_00100426,"[confused, amused, uncertain]"
samplenew3_00000945,"[dissatisfaction, anger, disappointment, unhappiness]"
samplenew3_00100429,"[anxious, tense]"
samplenew3_00034240,"[negative, concern]"
samplenew3_00050615,"[cool, self-assured, doubt, refusal]"
samplenew3_00100430,"[confident, self-affirming, positive]"
